outcome,gamma_lo,gamma_hi,late_at_gamma_lo,late_at_gamma_hi,uci_lo,uci_hi,std_ci_lo,std_ci_hi,uci_wider_than_std
va_change,-1.4120390403146008,1.4261390758112273,2.961438067788995,-0.30056315350368706,-1.2355672431150608,3.8964421574003687,0.40353615938020215,2.2735443386029495,True
event_va70,-0.15569502860862208,-0.0634057214127298,0.16636103354002138,0.060891867962575216,0.031740757450711796,0.1955121440518848,-0.040719950440854996,0.017582270582871845,True
event_va35,-0.07452716837125081,0.0003831538442544645,0.03377452363703742,-0.05159463831500022,-0.07534003030021078,0.05751991562224798,-0.0749033812294912,-0.027412597259070078,True
