outcome,itt,first_stage,wald_late_gamma0,wald_se,gamma_hat,gamma_se,gamma_ci_lo,gamma_ci_hi,late_at_gamma_hat,breakdown_gamma,n
va_change,1.1646272899726307,0.8700726712177934,1.3385402489915759,0.47704290286294576,0.01823455804433166,0.7285987669704204,-1.4120390403146008,1.4261390758112273,1.3175827374554305,0.3587354893420658,7802
event_va70,-0.010123150365903,0.8750359092214881,-0.011568839928991576,0.014873015567277256,-0.10917227505312832,0.023563074503531598,-0.15569502860862208,-0.0634057214127298,0.1131943542469571,0.0,5978
event_va35,-0.0448904659546672,0.8774869109947644,-0.05115798924428064,0.012114995910821715,-0.03811788878175782,0.01910827838085176,-0.07452716837125081,0.0003831538442544645,-0.007718151790129421,-0.027638190954773878,6453
